,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
105196,0,2014-05-13 14:42:00,2010-03-01 00:00:00,,0,16449,"<p style=""line-height: 1.15; margin-top: 0pt; margin-bottom: 0pt;"" dir=""ltr""><span style=""font-size: 11px; font-family: Verdana; color: #222222; background-color: #ffffff; font-weight: normal; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">This double vinyl compilation, released in March of 2010, features the family and extended family members of the Whitehaus Family Record collective in Jamaica Plain, MA. </span></p>
<p style=""line-height: 1.15; margin-top: 0pt; margin-bottom: 0pt;"" dir=""ltr""><span style=""font-size: 11px; font-family: Verdana; color: #222222; background-color: #ffffff; font-weight: normal; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> </span></p>
<p style=""line-height: 1.15; margin-top: 0pt; margin-bottom: 0pt;"" dir=""ltr""><span style=""font-size: 11px; font-family: Verdana; color: #222222; background-color: #ffffff; font-weight: normal; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">It represents the diverse and prolific artists affiliated with the Whitehaus Family Record label and the Whitehaus community show space from it's inception in 2007 to it's release in 2010.</span></p>
<p style=""line-height: 1.15; margin-top: 0pt; margin-bottom: 0pt;"" dir=""ltr""><span style=""font-size: 11px; font-family: Verdana; color: #222222; background-color: #ffffff; font-weight: normal; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> </span></p>
<p style=""line-height: 1.15; margin-top: 0pt; margin-bottom: 0pt;"" dir=""ltr""><span style=""font-size: 11px; font-family: Verdana; color: #222222; background-color: #ffffff; font-weight: normal; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Some of these poets and musicians include Brian S Ellis GOBBY, Anna Rochinski of Quilt, The Great Valley, Prince Rama, The Needy Visions, Peace, Loving, Truman Peyote, Gracious Calamity, Pancho The Kid and many more.</span></p>",5980,,[],Whitehaus Family Record Family Record,28,Album,,,,,0,2014-05-13 15:28:25,0,18523,,,,,Lindsay Clark,,['lindsay clark'],,,training,small,160000,0,,2014-05-13 15:05:13,,200,0,Folk,[94],"[17, 94]",,1518,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1392,,25,,[],Children
105443,0,2014-05-18 22:03:23,2014-05-13 00:00:00,,2,16471,"<p><strong>Want high-resolution album art, liner-notes or lossless FLAC audio? <a href=""http://www.blocsonic.com/releases/show/classic-material-vol-4--dcom-radio"">Check out the blocSonic release page</a>!</strong></p>
<p>It’s truly a pleasure to be able to present to you the latest volume in <a href=""http://www.blocsonic.com/artist/cm-aka-creative""><strong>CM aka Creative’s</strong></a> great <em>Classic Material</em> series! This time around, CM gives you <em>DCOM Radio</em> which finds him bringing together a whole team of talented EMCEEs, DJs and producers for nearly an hour and half of boom bap hip-hop for heads who dig that Golden Era ish. Yeah.</p>
<p>A very special thank you to CM aka Creative, RM aka Bigg-M, DJ Hotwings, E FeungShui, Ak Ill, LJ Heiss, Dr. Becket, Tragedy, Benjo, Streets Da Goon, Choppy Chop, Vito Brown, Ill Will Da Mick, Cheese, M.O.B. Stars, Tex the Great, & Joaquin Evans!</p>
<p>Of course, thanks once again to you for downloading & listening. We always strive to deliver the music you’ll love. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!.</p>",9878,,[],Classic Material Vol. 4: DCOM Radio,25,Album,,,,,0,2014-05-18 22:14:40,0,18538,,,,,M.O.B. Stars,,['mob stars'],,,training,small,320000,0,,2014-05-18 22:06:33,,250,2,Hip-Hop,[21],[21],,2294,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1762,,17,,[],Man Up
105672,0,2014-05-22 13:59:14,2005-09-27 00:00:00,,1,16505,<p>Full length ethnic laidback triphop album by Portuguese talent Virgilio Oliveira.</p>,53678,,[],Studio 6,13,Album,,,,,0,2014-01-20 21:01:21,11,17892,,Portugal / UK,,Virgilio Oliveira,Gilo,,['gilo'],,,training,small,194470,0,,2014-05-22 13:53:42,,230,8,Electronic,"[15, 286, 400]","[400, 182, 286, 15]",,9692,,Attribution-NonCommercial-ShareAlike 3.0 International,7565,,11,,[],Na Flor da Pele
105413,0,2014-05-18 20:22:19,2014-05-19 00:00:00,,1,16469,"<p>cover photograph: Misery Artwork (<a href=""http://misery.artwork.free.fr"">misery.artwork.free.fr</a>) <br /> cover model: Orane (<a href=""https://www.facebook.com/OraneModelePhoto"">www.facebook.com/OraneModelePhoto</a>) <br /> <br /> ""Start your trip in the deep jungle & discover some beautiful hidden scapes, then take a rest near the giant tree of the magical forest. Oh, don't be afraid by the Atlantis Curse & you will know the truth (maybe) about the Dark Matter. Cosmos is so gigantic! ...but you're not alone. We're all here, we are Humanity ...and we are lost in the cosmic infinity."" <br /> <br /> catalog number is P36-085</p>",52243,,[],We Are Humanity .​.​.​And We Are Lost In The Cosmic Infinity,15,Album,,,,,0,2013-04-06 06:47:35,9,15990,,,,,Egg Nebula,,['egg nebula'],,,training,small,320000,0,,2014-05-18 20:24:25,,193,6,Electronic,"[183, 337, 695]","[337, 15, 695, 183]",,9695,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,8093,,14,,[],The Jumblist
105917,0,2014-05-27 17:40:34,2014-05-27 00:00:00,Irene Trudel,1,16539,"<p>The American Primitive style is strong in Guitarist Matt Sowell's playing. Sowell attributes his first awakening to old-time music through his grandfather Frank, who grew up in the mountains of North Carolina. Then, as a furniture apprentice to Nevin Fahs, who runs Red Head Mandolins and is a great guitarist himself, Matt was introduced to unadorned guitar playing from the likes of Missippi John Hurt & Bukka White.</p>
<p>(WFMU)</p>",5865,Irene Trudel,[],"Live on WFMU with Irene - May 5, 2014",7,Album,,,,"<p>Native to Philadelphia, Matt Sowell is an instrumental acoustic guitar player. Influenced by the guitar finger stylings of Jack Rose and John Fahey, Matt is constantly being challenged and evolving as a guitar player. Combining American blues, attributes of rag time with hints of Indian Ragas in his pieces, the sonic textures that Matt plays will bring you to deep introspective places.</p>
<p>(Bandcamp)</p>",0,2014-05-27 17:39:48,2,18592,,"Philadelphia, Pennsylvania ",,,Matt Sowell,,['matt sowell'],http://mattsowell.bandcamp.com/,,training,small,192000,0,,2014-05-27 17:37:19,,191,1,Folk,"[17, 103]","[17, 103]",,843,,Attribution-Noncommercial-No Derivative Works 3.0 United States,670,,4,,[],Hoppin' On A Leg
105119,0,2014-05-08 13:59:09,2014-05-08 00:00:00,Ernie Indradat,0,16440,"<p>Long awaited appearance of Montréal's power-pop rockers, Sonic Avenues. Stopping by the WFMU studios, they play songs from past releases and their LP ""Mistakes"" on Dirtnap Records. Between record release and European tour, the band is tight and ready.</p>",11095,Terre T,[],"Live on WFMU's Cherry Blossom Clinic with Terre T - May 3, 2014",17,Album,,,,"<p>Montréal, Quebec based rock n rollers. Sonic Avenues have been pushing out release after release. High energy power-pop with a dash British 77 style, they have LPs out on Dirtnap Records and tour Europe and North America extensively.</p>",0,2014-05-08 13:58:19,5,18485,,"Montréal, Quebec",,"Max Desharnais- vocals, guitar
Sebastien Godin- guitar, vocals
Chance Hutchison- bass, vocals
JC Niquet- drums",Sonic Avenues,,['sonic avenues'],http://www.sonicavenues.com/,,training,small,192000,0,,2014-05-08 14:06:44,,226,2,Rock,"[12, 25, 111]","[25, 12, 111]",,3324,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2894,,9,,[],Lost and Found
105450,0,2014-05-18 22:03:23,2014-05-13 00:00:00,,2,16471,"<p><strong>Want high-resolution album art, liner-notes or lossless FLAC audio? <a href=""http://www.blocsonic.com/releases/show/classic-material-vol-4--dcom-radio"">Check out the blocSonic release page</a>!</strong></p>
<p>It’s truly a pleasure to be able to present to you the latest volume in <a href=""http://www.blocsonic.com/artist/cm-aka-creative""><strong>CM aka Creative’s</strong></a> great <em>Classic Material</em> series! This time around, CM gives you <em>DCOM Radio</em> which finds him bringing together a whole team of talented EMCEEs, DJs and producers for nearly an hour and half of boom bap hip-hop for heads who dig that Golden Era ish. Yeah.</p>
<p>A very special thank you to CM aka Creative, RM aka Bigg-M, DJ Hotwings, E FeungShui, Ak Ill, LJ Heiss, Dr. Becket, Tragedy, Benjo, Streets Da Goon, Choppy Chop, Vito Brown, Ill Will Da Mick, Cheese, M.O.B. Stars, Tex the Great, & Joaquin Evans!</p>
<p>Of course, thanks once again to you for downloading & listening. We always strive to deliver the music you’ll love. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!.</p>",9878,,[],Classic Material Vol. 4: DCOM Radio,25,Album,,,,"<p><strong>Deadly Combo</strong> consist of two brothers (RM aka Bigg-M and CM aka Creative), both born and raised in NYC, in an area commonly known to the locals as the Lower East Side of Manhattan or L.E.S. Bringing it back to that ol’ New York style of the yester years, Deadly Combo is out to provide that Boom Bap that radio has abandoned.</p>",0,2013-12-19 11:12:27,12,17695,,"New York City
Maryland",,"CM aka Creative
RM aka Bigg-M",Deadly Combo,,['deadly combo'],http://www.blocsonic.com/artist/deadly-combo,,training,small,320000,0,,2014-05-18 22:06:41,,214,0,Hip-Hop,[21],[21],,1425,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1214,,24,,[],Favorite Addiction (Featuring Joaquin Evans)
105670,0,2014-05-22 13:59:14,2005-09-27 00:00:00,,1,16505,<p>Full length ethnic laidback triphop album by Portuguese talent Virgilio Oliveira.</p>,53678,,[],Studio 6,13,Album,,,,,0,2014-01-20 21:01:21,11,17892,,Portugal / UK,,Virgilio Oliveira,Gilo,,['gilo'],,,training,small,200816,0,,2014-05-22 13:53:41,,286,9,Electronic,"[15, 286, 400]","[400, 182, 286, 15]",,7818,,Attribution-NonCommercial-ShareAlike 3.0 International,4984,,9,,[],Back to a Simpler Time
105716,0,2014-05-22 17:29:20,2014-05-10 00:00:00,Mike Sin,0,16511,"<p>SAm Moss stops by WFMU to play songs off his newest release <a href=""http://sammoss.bandcamp.com/album/no-kingdom"" target=""_blank""><em>No Kingdom</em></a>. </p>
<p>For more info, check out the <a href=""http://wfmu.org/playlists/shows/55589"" target=""_blank"">playlist</a>!</p>",6338,Jeffrey Davison,[],"Live on WFMU's Shrunken Planet with Jeffrey Davison: May 10, 2014",15,Radio Program,,,,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14.079999923706055px;"">Sam Moss is a New England based songwriter and string player. In 2013 he released his eighth solo album, <a href=""http://sammoss.bandcamp.com/album/no-kingdom"" target=""_blank"">No Kingdom</a>. Moss has also released two albums with the old-time duo, The Howling Kettles, and compiled Imaginational Anthem Volume Five for Tompkins Square Records. In fall 2012 he was in residence at The MacDowell Colony in Peterborough, NH. His work has won high praise from NPR, Dusted, Pop M</span><span class=""text_exposed_show"" style=""display: inline; color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14.079999923706055px;"">atters, and Blurt Magazine, among others. Moss’ playing is heavily informed by pre-war American country, blues, and folk, post-1950 pioneers of outer sound, and contemporary solo guitarists. - <a href=""http://sammoss.net/"" target=""_blank""><em>www.sammoss.net</em></a></span></p>",0,2014-05-22 17:28:35,1,18573,,New England,,Sam Moss,Sam Moss,,['sam moss'],http://sammoss.net/,,training,small,192000,0,,2014-05-22 17:24:51,,145,1,Folk,[17],[17],,906,,Attribution-Noncommercial-No Derivative Works 3.0 United States,741,,5,,[],Beast
105671,0,2014-05-22 13:59:14,2005-09-27 00:00:00,,1,16505,<p>Full length ethnic laidback triphop album by Portuguese talent Virgilio Oliveira.</p>,53678,,[],Studio 6,13,Album,,,,,0,2014-01-20 21:01:21,11,17892,,Portugal / UK,,Virgilio Oliveira,Gilo,,['gilo'],,,training,small,201043,0,,2014-05-22 13:53:42,,279,8,Electronic,"[15, 286, 400]","[400, 182, 286, 15]",,6170,,Attribution-NonCommercial-ShareAlike 3.0 International,4128,,10,,[],Lei#4
105712,0,2014-05-22 17:29:20,2014-05-10 00:00:00,Mike Sin,0,16511,"<p>SAm Moss stops by WFMU to play songs off his newest release <a href=""http://sammoss.bandcamp.com/album/no-kingdom"" target=""_blank""><em>No Kingdom</em></a>. </p>
<p>For more info, check out the <a href=""http://wfmu.org/playlists/shows/55589"" target=""_blank"">playlist</a>!</p>",6338,Jeffrey Davison,[],"Live on WFMU's Shrunken Planet with Jeffrey Davison: May 10, 2014",15,Radio Program,,,,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14.079999923706055px;"">Sam Moss is a New England based songwriter and string player. In 2013 he released his eighth solo album, <a href=""http://sammoss.bandcamp.com/album/no-kingdom"" target=""_blank"">No Kingdom</a>. Moss has also released two albums with the old-time duo, The Howling Kettles, and compiled Imaginational Anthem Volume Five for Tompkins Square Records. In fall 2012 he was in residence at The MacDowell Colony in Peterborough, NH. His work has won high praise from NPR, Dusted, Pop M</span><span class=""text_exposed_show"" style=""display: inline; color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14.079999923706055px;"">atters, and Blurt Magazine, among others. Moss’ playing is heavily informed by pre-war American country, blues, and folk, post-1950 pioneers of outer sound, and contemporary solo guitarists. - <a href=""http://sammoss.net/"" target=""_blank""><em>www.sammoss.net</em></a></span></p>",0,2014-05-22 17:28:35,1,18573,,New England,,Sam Moss,Sam Moss,,['sam moss'],http://sammoss.net/,,training,small,192000,0,,2014-05-22 17:24:48,,227,2,Folk,[17],[17],,1655,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1275,,1,,[],Reel
105890,0,2014-05-27 14:24:44,2014-05-27 00:00:00,Irene Trudel,0,16535,"<p>Vollebekk's vocal style is very reminiscent of Jeff Buckley, but there's a touch of Dylan's improvisational style in his delivery. Leif's songs conjure up the many places he traveled in North America in search of the perfect recorded take on the songs. While on his tour that includes the Newport Folk Festival, Leif drops by the WFMU studio for a few songs.</p>",2622,Irene Trudel,[],"Live on WFMU with Irene - May 19, 2014",4,Album,,,,"<p><span style=""font-family: arial, helvetica, sans-serif; font-size: small; text-align: -webkit-center;"">Canadian singer-songwriter Leif Vollebekk's vocal style is very reminiscent of Jeff Buckley, but there's a touch of Dylan's improvisational style in his delivery. Lief's songs conjure up the many places he traveled in North America in search of the perfect recorded take on the songs. ~ <a href=""https://wfmu.org/playlists/IT2014"" target=""_blank"">Irene Trudel</a></span></p>",0,2014-05-27 14:26:08,0,18589,,"Montreal, Quebec",,Leif Vollebekk,Leif Vollebek,,['leif vollebek'],http://leifvollebekk.com/,,training,small,192000,0,,2014-05-27 14:22:54,,218,5,Folk,"[17, 103]","[17, 103]",,1233,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1022,,4,,[],Photographer Friend
